id,source,split,topic,question,short_answer,evidence,options,correct_answer
casimedicos_336_31,CasiMedicos,train,GYNECOLOGY AND OBSTETRICS,"Caso clinico: Mujer de 20 años con tumoración ovárica de 15 cm, sólido-quística, detectada por ecografía tras presentar síntomas abdominales inespectíficos. En el estudio histopatológico de la pieza correspondiente se encuentran dientes, pelos, zonas de epitelio intestinal, áreas de epitelio escamoso (15%) y bronquial, así como elementos neuroectodérmicos y embrionarios en varias de las preparaciones histológicas. CORRECT ANSWER: 3",Teratoma quístico maduro.,"El teratoma quístico maduro es un tumor benigno del ovario frecuente en la mujer adulta. Los tejidos que componen el tumor son bien diferenciados (maduros o de tipo adulto); aparte estructuras cutáneas se pueden observar muchos otros tejidos, particularmente en un engrosamiento o espolón que hace eminencia hacia la cavidad, en el que con frecuencia hay dientes, cartílago y hueso.","{'1': 'Teratocarcinoma.', '2': 'Teratoma inmaduro.', '3': 'Teratoma quístico maduro.', '4': 'Disgerminoma.', '5': 'nan'}",3
casimedicos_609_115,CasiMedicos,train,TRAUMATOLOGY,"Caso clinico: Varón de 27 años, deportista habitual, que refiere dolor en la pierna derecha tras la práctica de carrera continua. Ha acudido en varias ocasiones a un fisioterapeuta, siendo diagnosticado de una sobrecarga en gemelos. Han transcurrido varios meses, no ha mejorado y refiere dolor intenso tras la actividad física que cede con el reposo en las siguientes horas del ejercicio. ¿Qué prueba puede ayudar en el diagnóstico?:",Determinación de la presión del compartimento posterior inmediatamente tras actividad.,"El síndrome compartimental de esfuerzo es una afección de la pierna inducida por el ejercicio. Se caracteriza por la isquemia reversible de los músculos de un compartimento muscular. El diagnóstico se realiza mediante la medición de las presiones compartimentales en reposo, durante el ejercicio y después del mismo (respuesta 2 correcta). El tratamiento suele consistir en fasciotomías de los compartimentos afectados. Aunque la ​​resonancia magnética no es muy útil para establecer el diagnóstico, puede ayudar en el diagnóstico diferencial.","{'1': 'Tomografía de emisión de positrones con 18 FDG.', '2': 'Determinación de la presión del compartimento posterior inmediatamente tras actividad.', '3': 'Ecografía-Doppler para descartar un trastorno circulatorio de la extremidad inferior.', '4': 'Espectrometría por resonancia magnética.', '5': 'nan'}",2
casimedicos_201_76,CasiMedicos,train,NEUROLOGY,"Caso clinico: Ante un paciente que presenta problemas para la comprensión del lenguaje tanto hablado como escrito, incapacidad para denominar objetos y repetir palabras que se le dicen, habla fluída incomprensible con parafasias semánticas y fonémicas. CORRECT ANSWER: 2",Afasia de Wernicke.,"Las transcorticales tienen la repetición conservada. La de Broca tiene la comprensión conservada y ausencia de habla fluída. La afasia de Wernicke se caracteriza por una habla fluida (incluso en exceso) con parafasias y problemas para la comprensión, nominación y repetición.","{'1': 'Afasia global.', '2': 'Afasia de Wernicke.', '3': 'Afasia de Broca.', '4': 'Afasia transcortical sensitiva.', '5': 'Afasia transcortical motora.'}",2
casimedicos_345_159,CasiMedicos,train,GYNECOLOGY AND OBSTETRICS,Caso clinico: Mujer de 69 años que acude a su consulta refiriendo sangrado genital de varios meses de evolución. Niega tratamiento hormonal sustitutivo y anticoagulación. Aporta citología cervicovaginal normal. Exploración física general y genital sin hallazgos de interés. IMC de 38kg/m2. CORRECT ANSWER: 2,Biopsia endometrial.,"Nos están presentando un caso de metrorragia postmenopáusica. Ante un caso como este debemos descartar una neoplasia endometrial, por lo que estaría indicado realizar una biopsia endometrial, bien mediante cánula de Cornier si es posible, o bien mediante histeroscopia. La realización de biopsia cervical no es de interés en este caso dado que la citología es normal y la valoración hormonal tampoco va a ser útil en el diagnóstico de una neoplasia endometrial. Por último, prescribir progesterona cíclica no está indicado al ser una mujer postmenopáusica.","{'1': 'Prescribir progesterona cíclica.', '2': 'Biopsia endometrial.', '3': 'Biopsias de cérvix al azar.', '4': 'Valoración hormonal con FSH, LH y estradiol.', '5': 'nan'}",2
casimedicos_166_82,CasiMedicos,train,CARDIOLOGY AND CARDIOVASCULAR SURGERY,"Caso clinico: Mujer de 45 años que presenta hipertensión arterial (190/120 mmHg) acompañada de K 2,5 mEq/l. Se realiza ecografía abdominal que muestra estenosis de ambas arterias renales. CORRECT ANSWER: 1",Enalapril.,"Si las arterias renales están estenosadas, la sangre tiene dificultades para llegar a los riñones. Es decir, ambos están poco perfundidos y sólo pueden crear el gradiente de presión necesario para filtrar mediante la contracción de la arteriola eferente. Si administramos un IECA, provocaremos la relajación de esta arteriola y la caída de la tasa de filtrado glomerular. Y si ninguno de los dos riñones filtra, porque ambos tienen una estenosis arterial, tenemos un problema…","{'1': 'Enalapril.', '2': 'Propanolol.', '3': 'Amiloride.', '4': 'Prazosin.', '5': 'Amlodipino.'}",1
casimedicos_612_116,CasiMedicos,train,TRAUMATOLOGY,"Caso clinico: Mujer de 95 años que vive en una residencia, independiente para sus actividades básicas de la vida diaria, sale al jardín a pasear. Tiene antecedentes de HTA, dislipidemia, osteoporosis y deterioro cognitivo leve. Sufre una caída al levantarse por la noche al baño. La radiografía muestra una fractura subcapital desplazada de cadera derecha. ¿Cuál es el tratamiento recomendado?:",Hemiartroplastia de cadera.,"Respuesta 1 correcta: Dado que se trata de una fractura subcapital desplazada de cadera el tratamiento quirúrgico que debemos plantear es la sustitución de la articulación de la cadera dado que la lesión descrita presenta una alta probabilidad de necrosis de la cabeza femoral. Las opciones serían una artroplastia total o parcial: en pacientes de edad avanzada se prefiere la parcial dado que es una cirugía más corta y menos agresiva que la total de cadera. Respuesta 2 incorrecta: Nos plantearíamos esta técnica en fracturas basicervicales y lesiones del macizo trocantérico, no en subcapitales. Respuesta 3 incorrecta: Nos plantearíamos esta técnica en fracturas subcapitales no desplazadas de pacientes jóvenes. Respuesta 4 incorrecta: Solo plantearíamos un tratamiento no quirúrgico en un paciente con un estado general basal muy malo: pacientes encamados con escasa esperanza de vida.","{'1': 'Hemiartroplastia de cadera.', '2': 'Fijación con clavo trocantérico.', '3': 'Fijación con tornillos canulados.', '4': 'Conservador: vida cama-sillón.', '5': 'nan'}",1
casimedicos_585_74,CasiMedicos,train,OBSTETRICS AND GYNECOLOGY,"Caso clinico: Primigesta de 34 semanas que presenta cifras tensionales de 165/95 y cefalea de dos días de evolución. Analítica: hemoglobina 10,5 g/dL, plaquetas 98.000/mm3, AST 356 UI/L (0-31), ALT 234 UI/L (0-31), LDH 878 UI/L (125-243). Llaman del laboratorio por presencia de esquistocitos en el frotis de sangre periférica. Ha recibido la segunda dosis de corticoides para maduración fetal hace 24 h. En la ecografía obstétrica el peso fetal estimado está en el percentil 1 para la edad gestacional y el Doppler de arteria umbilical presenta ausencia del flujo telediastólico. ¿Cuál de las siguientes es la actitud clínica más indicada?:",Finalización inmediata de la gestación.,"Nos están describiendo un Sd de HELLP. Con esas semanas de gestación y con el feto recién madurado (ya tiene administrada las dos dosis de corticoides), la actitud es la finalización inmediata.","{'1': 'Actitud expectante con antihipertensivos y sulfato de magnesio hasta la mejora de las plaquetas maternas.', '2': 'Actitud expectante con tratamiento antihipertensivo a domicilio y controles cada 48 h.', '3': 'Finalización de la gestación cuando complete la maduración pulmonar fetal.', '4': 'Finalización inmediata de la gestación.', '5': 'nan'}",4
casimedicos_3_37,CasiMedicos,train,DIGESTIVE,"Caso clinico: Una mujer de 76 años sin otros antecedentes que hipertensión arterial, consulta por ictericia indolora y prurito con anorexia. Analíticamente destaca bilirrubina de 12 mg/dl (9,5 de directa). La ecografía muestra dilatación biliar intra y extrahepática junto con un nódulo hepático único menor de 2 cm localizado periféricamente en la cara anterior de lóbulo izquierdo. La TC confirma estos hallazgos demostrando además la presencia de masa pancreática de 3,5 cm. En la cabeza pancreática. La punción aspiración del nódulo hepático resulta concluyente para adenocarcinoma. Caso que no me parece tan fácil.",Prótesis biliar metálica mediante colangiopancreatografía retrógrada endoscópica con opción a quimioterapia paliativa.,"Es un adenocarcinoma de páncreas con metástasis, por lo cual el tratamiento debe ser paliativo con lo que quitamos las opciones 1 y 5. En principio es una paciente con moderadamente buen estado general con lo que lo ideal sería hacer una derivación biliar permanente y quimioterapia siendo la 4 la opción que considero más correcta.","{'1': 'Quimio/radioterapia neoadyuvante, condicionando la opción de cirugía radical a la respuesta inicial.', '2': 'Drenaje biliar externo percutáneo con carácter paliativo con eventual reconversión a drenaje interno en caso de intolerancia o complicaciones.', '3': 'Derivación biliar quirúrgica paliativa con o sin gastroyeyunostomía profiláctica en función de los hallazgos intraoperatorios.', '4': 'Prótesis biliar metálica mediante colangiopancreatografía retrógrada endoscópica con opción a quimioterapia paliativa.', '5': 'Duodenopancreatectomía cefálica, con ablación percutánea mediante radiofrecuencia o alcoholización de la lesión hepática.'}",4
casimedicos_439_96,CasiMedicos,train,GYNECOLOGY AND OBSTETRICS,"Caso clinico: Mujer de 64 años. Menopausia a los 54 años. Dos embarazos y partos eutócicos. No toma ninguna medicación. Acude al servicio de urgencias refiriendo sangrado vaginal de dos días de duración con molestias en hipogastrio. La exploración clínica realizada por el ginecólogo no objetiva lesiones en genitales externos, vagina ni cérvix. El tacto vaginal no es concluyente. ¿Cual de las siguientes conductas le parece mas adecuada como primera aproximación diagnóstica?",Ecografia transvaginal y medición del espesor endometrial. En función de éste tomar biopsia endometrial o no.,"Siendo la causa más frecuente de sangrado vaginal en mujer postmenopáusica la atrofia uro-genital, no se puede descartar la existencia de una patología endometrial. Según la SEGO: «El sangrado genital anómalo es el signo principal de sospecha que nos debe llevar a descartar una patología neoplásica endometrial, en particular en pacientes postmenopáusicas, o con factores de riesgo asociados. (…) Ante el signo de sospecha la realización de una ecografía transvaginal, o en su defecto transrectal, nos permite: descartar patología orgánica (miomas, pólipos); medición del grosor endometrial en un corte longitudinal. Se recomienda utilizar un punto de corte de 3mm para la realización de biopsia endometrial en la paciente sintomática».","{'1': 'Ecografia transvaginal y medición del espesor endometrial. En función de éste tomar biopsia endometrial o no.', '2': 'Biopsia endometrial por aspiración en consulta. Con ella puedo obtener el diagnóstico muy fiablemente y es económica.', '3': 'Histeroscopia con sedación y biopsia dirigida si se ve alguna lesión.', '4': 'Realizaría un microlegrado, ya que es la prueba que me proporcionaría el diagnóstico definitivo.', '5': 'nan'}",1
casimedicos_192_160,CasiMedicos,train,PEDIATRICS,"Caso clinico: Los padres de un lactante de 5 meses acuden porque su hijo, que asiste a guardería, presenta desde hace 3 días, coincidiendo con una infección respiratoria de vías altas, heces líquidas en número de 4 al día, algún vómito alimentario ocasional y temperatura axilar de 38,3ºC. Es alimentado con lactancia mixta. A la exploración el lactante tiene buen estado general, está bien nutrido e hidratado y su respiración es eupneica; su peso es de 4.730g y ha descendido 70 g respecto al de la semana anterior. El abdomen están blando y depresible, sin masas ni megalias, y la fontanela, normotensa. Salvo la presencia de rinorrea acuosa, el resto de exploración por órganos y aparatos es normal. El resto de respuestas toca muchos de los “mitos” y costumbres entorno a la gastroenteritis.","Se ha de aconsejar reponer las pérdidas tras cada deposición, con solución rehidratante oral, y continuar con su alimentación habitual.","El bebé no está deshidratado y tiene un buen estado general. Se trata de evitar la deshidratación reponiendo lo que se va perdiendo, evitando en lo posible cambios drásticos en sus hábitos alimentarios. Tampoco hay datos de intolerancia a lactosa (irritación perianal, heces espumosas y ácidas, etc) que aconsejen una leche sin lactosa.","{'1': 'Se debe realizar estimación de las pérdidas, recomendar un ayuno de 4 horas y rehidratar durante este tiempo con solución rehidratante oral.', '2': 'Es aconsejable la introducción de cereales de arroz por su efecto astringente.', '3': 'Se debe realizar coprocultivo tan pronto como sea posible para excluir un origen bacteriano.', '4': 'Se debe recomendar el empleo de fórmula sin lactosa.', '5': 'Se ha de aconsejar reponer las pérdidas tras cada deposición, con solución rehidratante oral, y continuar con su alimentación habitual.'}",5
